Inlet_Velocity,Pressure_Drop,Geometry_Complexity,Turbulence_Intensity,Avg_Velocity,Vortex_Formation
4.0581311290499436,151.82311086124082,2.046822734943624,10.12327461371258,3.9464635979563325,0
9.531785910894204,348.045521058097,1.9879151962879993,11.970552818151447,9.280457850008876,0
7.453942447208348,530.1202097320245,4.625018322084147,3.831971692008235,6.7904518471674296,0
6.187255599871848,452.72368752525864,1.9981847993980244,9.410624084144283,6.474538970439654,0
1.982177084203147,493.60863132379734,2.087798904514524,8.619015148841855,2.7624749896030854,0
1.981947943193925,412.3308516908945,4.037593049671855,12.509172614145239,2.406494684563153,1
1.0517943155978948,430.75211048481884,2.79895936980216,13.600697201170782,1.7661020588301635,0
8.728673384861883,517.0576083609255,4.106842227820724,0.28113589501306346,7.970424379093452,0
6.210592611560483,187.31740487255226,1.261464630257541,10.14289679397601,6.19350527568447,0
7.226689489062432,319.18373000372725,2.9502847746935372,0.8723534068839623,6.799017350518952,0
0.6955526958101232,171.66519300078124,1.1344544007331305,8.277994109652603,0.9994294409765064,0
9.714143595538946,593.2174043981558,1.250612813821418,4.385727662750805,10.293146781541145,0
8.408205087604006,569.2326368276373,4.625749813377643,4.670971332879904,7.601957705518021,0
2.5172215514436234,71.68474625267825,1.5569814844703807,5.359081701440113,2.4646276765536035,0
2.2273371884674558,438.06634488362863,3.1296827291008684,9.35725749083919,2.7549269417031788,1
2.2423428436076214,558.8865745786162,2.644382410402826,5.077344488464661,3.063635394078421,0
3.3903013081156086,149.31643982003345,2.3893733050353707,11.017215853795177,3.283899415673779,0
5.48518610050626,362.3698768039462,4.59933338274909,6.127458045050658,4.948515876981665,0
4.603477677100099,553.5185636734229,1.087293587101958,1.1184626846183836,5.4602482166130475,0
3.2666768318813983,68.67028822218936,3.6551587447023564,11.778021653013198,2.8070062889173832,1
6.312602499862605,433.58114698576196,4.853577736854202,4.357799036431319,5.647829446086963,0
1.8251916761943974,213.54195405490293,3.2406727338473678,6.548226506029013,1.9565331393497853,0
3.2753741610845726,558.4179074570917,4.747289848132367,10.313113860006332,3.614752450811163,1
3.980437511290071,584.0820348409522,1.209031517144095,5.0535967415158085,4.907977860813361,0
4.832664850061842,569.3465690123886,2.6751732762966456,0.9431262765860627,5.32494719507744,0
7.9591716332336295,310.8178191616051,2.0406311638482046,5.671423600490923,7.768720587897182,0
2.3969009305044175,524.1234580441223,3.923283859922919,14.172283882145122,2.974961709868552,1
5.385227164929311,514.5021691942886,4.925188361988987,9.661842519748516,5.088068595349049,1
6.127938404189403,225.5052602837906,2.0261202497769912,10.105039315141383,5.958151920251272,0
0.9412789208399783,505.90351078287256,3.616698405896298,9.521004089200833,1.7828698437804364,1
6.271676093063665,70.35419909352095,1.7923905310389605,3.0649828704956086,5.850319849103169,0
2.1199791750292696,377.9484331651292,3.2613210182864396,6.333174575123974,2.5301794092669025,0
1.1179901333601554,176.50486050823667,2.855729946753345,11.289002995613442,1.3113659591760607,0
9.514412603906665,116.31178717750335,4.888021318526148,1.6104561735420715,7.421703596204189,0
9.673504314208314,92.32426089606503,3.4341090907858662,4.240006363736712,8.19715938074149,0
8.17977480710638,432.9588267329769,2.398025488347275,4.217154716141218,8.064927036753232,0
3.3938308071470216,236.93123007243636,1.4563831395517335,6.537082021158139,3.6205573689908856,0
1.4278850830606467,448.6217243408188,1.6049873149397382,14.707494240038557,2.2105416594670837,0
